-100;6666
-99;6533.333333
-98;6402
-97;6272
-96;6143.333333
-95;6016
-94;5890
-93;5765.333333
-92;5642
-91;5520
-90;5399.333333
-89;5280
-88;5162
-87;5045.333333
-86;4930
-85;4816
-84;4703.333333
-83;4592
-82;4482
-81;4373.333333
-80;4266
-79;4160
-78;4055.333333
-77;3952
-76;3850
-75;3749.333333
-74;3650
-73;3552
-72;3455.333333
-71;3360
-70;3266
-69;3173.333333
-68;3082
-67;2992
-66;2903.333333
-65;2816
-64;2730
-63;2645.333333
-62;2562
-61;2480
-60;2399.333333
-59;2320
-58;2242
-57;2165.333333
-56;2090
-55;2016
-54;1943.333333
-53;1872
-52;1802
-51;1733.333333
-50;1666
-49;1600
-48;1535.333333
-47;1472
-46;1410
-45;1349.333333
-44;1290
-43;1232
-42;1175.333333
-41;1120
-40;1066
-39;1013.333333
-38;962
-37;912
-36;863.3333333
-35;816
-34;770
-33;725.3333333
-32;682
-31;640
-30;599.3333333
-29;560
-28;522
-27;485.3333333
-26;450
-25;416
-24;383.3333333
-23;352
-22;322
-21;293.3333333
-20;266
-19;240
-18;215.3333333
-17;192
-16;170
-15;149.3333333
-14;130
-13;112
-12;95.33333333
-11;80
-10;66
-9;53.33333333
-8;42
-7;32
-6;23.33333333
-5;16
-4;10
-3;5.333333333
-2;2
-1;0
0;-0.666666667
1;0
2;2
3;5.333333333
4;10
5;16
6;23.33333333
7;32
8;42
9;53.33333333
10;66
11;80
12;95.33333333
13;112
14;130
15;149.3333333
16;170
17;192
18;215.3333333
19;240
20;266
21;293.3333333
22;322
23;352
24;383.3333333
25;416
26;450
27;485.3333333
28;522
29;560
30;599.3333333
31;640
32;682
33;725.3333333
34;770
35;816
36;863.3333333
37;912
38;962
39;1013.333333
40;1066
41;1120
42;1175.333333
43;1232
44;1290
45;1349.333333
46;1410
47;1472
48;1535.333333
49;1600
50;1666
51;1733.333333
52;1802
53;1872
54;1943.333333
55;2016
56;2090
57;2165.333333
58;2242
59;2320
60;2399.333333
61;2480
62;2562
63;2645.333333
64;2730
65;2816
66;2903.333333
67;2992
68;3082
69;3173.333333
70;3266
71;3360
72;3455.333333
73;3552
74;3650
75;3749.333333
76;3850
77;3952
78;4055.333333
79;4160
80;4266
81;4373.333333
82;4482
83;4592
84;4703.333333
85;4816
86;4930
87;5045.333333
88;5162
89;5280
90;5399.333333
91;5520
92;5642
93;5765.333333
94;5890
95;6016
96;6143.333333
97;6272
98;6402
99;6533.333333
100;6666
